"Route","Departing_Port","Arriving_Port","Airline","Month","Sectors_Scheduled","Sectors_Flown","Cancellations","Departures_On_Time","Arrivals_On_Time","Departures_Delayed","Arrivals_Delayed","Year","Month_Num","Departing_Latitude","Departing_Longitude","Arriving_Latitude","Arriving_Longitude"
"Darwin-Perth","Darwin","Perth","QantasLink","Apr-24",30,30,0,14,13,16,17,2024,4,-12.4147,130.8767,-31.9403,115.9676
"Melbourne-Adelaide","Melbourne","Adelaide","QantasLink","Apr-24",13,13,0,8,9,5,4,2024,4,-37.669,144.841,-34.945,138.5306
"Melbourne-Canberra","Melbourne","Canberra","QantasLink","Apr-24",236,226,10,140,137,86,89,2024,4,-37.669,144.841,-35.3069,149.195
"Perth-Darwin","Perth","Darwin","QantasLink","Apr-24",30,30,0,18,16,12,14,2024,4,-31.9403,115.9676,-12.4147,130.8767
"Sydney-Canberra","Sydney","Canberra","QantasLink","Apr-24",358,348,10,284,296,64,52,2024,4,-33.9399,151.1753,-35.3069,149.195
"Adelaide-Brisbane","Adelaide","Brisbane","Rex Airlines","Apr-24",30,30,0,27,28,3,2,2024,4,-34.945,138.5306,-27.3842,153.1175
"Brisbane-Adelaide","Brisbane","Adelaide","Rex Airlines","Apr-24",30,30,0,28,27,2,3,2024,4,-27.3842,153.1175,-34.945,138.5306
"Adelaide-Melbourne","Adelaide","Melbourne","Rex Airlines","Apr-24",61,61,0,54,49,7,12,2024,4,-34.945,138.5306,-37.669,144.841
"Brisbane-Melbourne","Brisbane","Melbourne","Rex Airlines","Apr-24",54,54,0,42,47,12,7,2024,4,-27.3842,153.1175,-37.669,144.841
"Brisbane-Sydney","Brisbane","Sydney","Rex Airlines","Apr-24",146,146,0,131,125,15,21,2024,4,-27.3842,153.1175,-33.9399,151.1753
"Canberra-Melbourne","Canberra","Melbourne","Rex Airlines","Apr-24",30,30,0,23,24,7,6,2024,4,-35.3069,149.195,-37.669,144.841
"Gold Coast-Melbourne","Gold Coast","Melbourne","Rex Airlines","Apr-24",30,30,0,22,24,8,6,2024,4,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Rex Airlines","Apr-24",30,30,0,26,26,4,4,2024,4,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Rex Airlines","Apr-24",61,61,0,47,49,14,12,2024,4,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Rex Airlines","Apr-24",54,54,0,46,42,8,12,2024,4,-37.669,144.841,-27.3842,153.1175
"Melbourne-Canberra","Melbourne","Canberra","Rex Airlines","Apr-24",30,30,0,23,22,7,8,2024,4,-37.669,144.841,-35.3069,149.195
"Melbourne-Gold Coast","Melbourne","Gold Coast","Rex Airlines","Apr-24",30,30,0,28,27,2,3,2024,4,-37.669,144.841,-28.1644,153.5051
"Melbourne-Sydney","Melbourne","Sydney","Rex Airlines","Apr-24",205,204,1,180,172,24,32,2024,4,-37.669,144.841,-33.9399,151.1753
"Sydney-Brisbane","Sydney","Brisbane","Rex Airlines","Apr-24",146,146,0,123,119,23,27,2024,4,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Gold Coast","Sydney","Gold Coast","Rex Airlines","Apr-24",30,30,0,28,26,2,4,2024,4,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Rex Airlines","Apr-24",205,204,1,166,168,38,36,2024,4,-33.9399,151.1753,-37.669,144.841
"Sydney-Adelaide","Sydney","Adelaide","Rex Airlines","Apr-24",30,30,0,23,24,7,6,2024,4,-33.9399,151.1753,-34.945,138.5306
"Adelaide-Sydney","Adelaide","Sydney","Rex Airlines","Apr-24",30,30,0,24,22,6,8,2024,4,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Cairns","Brisbane","Cairns","Rex Airlines","Apr-24",9,9,0,7,7,2,2,2024,4,-27.3842,153.1175,-16.8858,145.7553
"Cairns-Brisbane","Cairns","Brisbane","Rex Airlines","Apr-24",9,9,0,8,8,1,1,2024,4,-16.8858,145.7553,-27.3842,153.1175
"Adelaide-Brisbane","Adelaide","Brisbane","Virgin Australia","Apr-24",138,138,0,122,122,16,16,2024,4,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","Virgin Australia","Apr-24",15,15,0,14,13,1,2,2024,4,-34.945,138.5306,-35.3069,149.195
"Adelaide-Gold Coast","Adelaide","Gold Coast","Virgin Australia","Apr-24",32,32,0,24,20,8,12,2024,4,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Virgin Australia","Apr-24",260,257,3,202,210,55,47,2024,4,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Virgin Australia","Apr-24",35,34,1,17,27,17,7,2024,4,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Virgin Australia","Apr-24",183,181,2,151,129,30,52,2024,4,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Virgin Australia","Apr-24",139,139,0,130,132,9,7,2024,4,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Virgin Australia","Apr-24",162,162,0,141,144,21,18,2024,4,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Virgin Australia","Apr-24",101,101,0,89,92,12,9,2024,4,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Virgin Australia","Apr-24",32,31,1,21,21,10,10,2024,4,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Virgin Australia","Apr-24",374,364,10,300,305,64,59,2024,4,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Virgin Australia","Apr-24",126,126,0,107,122,19,4,2024,4,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Virgin Australia","Apr-24",408,396,12,330,320,66,76,2024,4,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Virgin Australia","Apr-24",163,163,0,139,146,24,17,2024,4,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Virgin Australia","Apr-24",68,68,0,54,55,14,13,2024,4,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Virgin Australia","Apr-24",92,91,1,84,83,7,8,2024,4,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Adelaide","Canberra","Adelaide","Virgin Australia","Apr-24",15,15,0,14,15,1,0,2024,4,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","Virgin Australia","Apr-24",101,100,1,88,88,12,12,2024,4,-35.3069,149.195,-27.3842,153.1175
"Canberra-Gold Coast","Canberra","Gold Coast","Virgin Australia","Apr-24",30,30,0,24,21,6,9,2024,4,-35.3069,149.195,-28.1644,153.5051
"Canberra-Melbourne","Canberra","Melbourne","Virgin Australia","Apr-24",112,112,0,90,91,22,21,2024,4,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","Virgin Australia","Apr-24",235,227,8,196,193,31,34,2024,4,-35.3069,149.195,-33.9399,151.1753
"Darwin-Brisbane","Darwin","Brisbane","Virgin Australia","Apr-24",31,31,0,20,22,11,9,2024,4,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Virgin Australia","Apr-24",29,29,0,16,19,13,10,2024,4,-12.4147,130.8767,-37.669,144.841
"Darwin-Perth","Darwin","Perth","Virgin Australia","Apr-24",4,4,0,3,3,1,1,2024,4,-12.4147,130.8767,-31.9403,115.9676
"Gold Coast-Adelaide","Gold Coast","Adelaide","Virgin Australia","Apr-24",32,32,0,16,18,16,14,2024,4,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Canberra","Gold Coast","Canberra","Virgin Australia","Apr-24",30,30,0,22,22,8,8,2024,4,-28.1644,153.5051,-35.3069,149.195
"Gold Coast-Melbourne","Gold Coast","Melbourne","Virgin Australia","Apr-24",260,258,2,175,203,83,55,2024,4,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Virgin Australia","Apr-24",301,295,6,223,226,72,69,2024,4,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Virgin Australia","Apr-24",259,256,3,212,207,44,49,2024,4,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Virgin Australia","Apr-24",380,373,7,320,293,53,80,2024,4,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Virgin Australia","Apr-24",69,69,0,63,60,6,9,2024,4,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Virgin Australia","Apr-24",113,113,0,98,93,15,20,2024,4,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Virgin Australia","Apr-24",30,30,0,25,24,5,6,2024,4,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Virgin Australia","Apr-24",260,257,3,221,208,36,49,2024,4,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Virgin Australia","Apr-24",213,213,0,157,194,56,19,2024,4,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Virgin Australia","Apr-24",666,621,45,542,481,79,140,2024,4,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Virgin Australia","Apr-24",34,33,1,27,16,6,17,2024,4,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Virgin Australia","Apr-24",125,125,0,111,107,14,18,2024,4,-31.9403,115.9676,-27.3842,153.1175
"Perth-Darwin","Perth","Darwin","Virgin Australia","Apr-24",4,4,0,3,3,1,1,2024,4,-31.9403,115.9676,-12.4147,130.8767
"Perth-Melbourne","Perth","Melbourne","Virgin Australia","Apr-24",221,221,0,193,163,28,58,2024,4,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Virgin Australia","Apr-24",152,152,0,128,126,24,26,2024,4,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Virgin Australia","Apr-24",183,181,2,144,142,37,39,2024,4,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Virgin Australia","Apr-24",406,393,13,336,325,57,68,2024,4,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Virgin Australia","Apr-24",92,91,1,83,86,8,5,2024,4,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Canberra","Sydney","Canberra","Virgin Australia","Apr-24",234,226,8,193,203,33,23,2024,4,-33.9399,151.1753,-35.3069,149.195
"Sydney-Gold Coast","Sydney","Gold Coast","Virgin Australia","Apr-24",302,297,5,248,240,49,57,2024,4,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Virgin Australia","Apr-24",657,612,45,500,484,112,128,2024,4,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Virgin Australia","Apr-24",164,164,0,124,146,40,18,2024,4,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Perth","Adelaide","Perth","Virgin Australia Regional Airlines","Apr-24",41,39,2,12,25,27,14,2024,4,-34.945,138.5306,-31.9403,115.9676
"Darwin-Perth","Darwin","Perth","Virgin Australia Regional Airlines","Apr-24",17,17,0,13,15,4,2,2024,4,-12.4147,130.8767,-31.9403,115.9676
"Perth-Adelaide","Perth","Adelaide","Virgin Australia Regional Airlines","Apr-24",41,40,1,30,22,10,18,2024,4,-31.9403,115.9676,-34.945,138.5306
"Perth-Darwin","Perth","Darwin","Virgin Australia Regional Airlines","Apr-24",17,17,0,15,14,2,3,2024,4,-31.9403,115.9676,-12.4147,130.8767
"Adelaide-Brisbane","Adelaide","Brisbane","Jetstar","May-24",35,35,0,31,30,4,5,2024,5,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Gold Coast","Adelaide","Gold Coast","Jetstar","May-24",27,27,0,24,25,3,2,2024,5,-34.945,138.5306,-28.1644,153.5051
"Adelaide-Melbourne","Adelaide","Melbourne","Jetstar","May-24",111,111,0,93,95,18,16,2024,5,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Jetstar","May-24",31,30,1,26,28,4,2,2024,5,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Jetstar","May-24",140,136,4,109,110,27,26,2024,5,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Adelaide","Brisbane","Adelaide","Jetstar","May-24",35,35,0,26,29,9,6,2024,5,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","Jetstar","May-24",93,93,0,80,78,13,15,2024,5,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","Jetstar","May-24",31,31,0,31,31,0,0,2024,5,-27.3842,153.1175,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Jetstar","May-24",18,18,0,17,16,1,2,2024,5,-27.3842,153.1175,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","Jetstar","May-24",154,154,0,97,115,57,39,2024,5,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Jetstar","May-24",23,23,0,13,19,10,4,2024,5,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Jetstar","May-24",172,168,4,139,138,29,30,2024,5,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Jetstar","May-24",93,93,0,76,81,17,12,2024,5,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Jetstar","May-24",62,62,0,50,56,12,6,2024,5,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Jetstar","May-24",85,85,0,68,69,17,16,2024,5,-16.8858,145.7553,-33.9399,151.1753
"Canberra-Brisbane","Canberra","Brisbane","Jetstar","May-24",31,31,0,31,31,0,0,2024,5,-35.3069,149.195,-27.3842,153.1175
"Canberra-Gold Coast","Canberra","Gold Coast","Jetstar","May-24",19,18,1,15,14,3,4,2024,5,-35.3069,149.195,-28.1644,153.5051
"Canberra-Melbourne","Canberra","Melbourne","Jetstar","May-24",22,22,0,13,14,9,8,2024,5,-35.3069,149.195,-37.669,144.841
"Darwin-Brisbane","Darwin","Brisbane","Jetstar","May-24",17,17,0,14,17,3,0,2024,5,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Jetstar","May-24",21,21,0,13,18,8,3,2024,5,-12.4147,130.8767,-37.669,144.841
"Gold Coast-Adelaide","Gold Coast","Adelaide","Jetstar","May-24",27,27,0,25,25,2,2,2024,5,-28.1644,153.5051,-34.945,138.5306
"Gold Coast-Canberra","Gold Coast","Canberra","Jetstar","May-24",19,19,0,14,16,5,3,2024,5,-28.1644,153.5051,-35.3069,149.195
"Gold Coast-Melbourne","Gold Coast","Melbourne","Jetstar","May-24",154,151,3,111,124,40,27,2024,5,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Jetstar","May-24",238,238,0,202,204,36,34,2024,5,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Jetstar","May-24",111,111,0,93,99,18,12,2024,5,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Jetstar","May-24",154,154,0,104,93,50,61,2024,5,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Jetstar","May-24",62,62,0,54,54,8,8,2024,5,-37.669,144.841,-16.8858,145.7553
"Melbourne-Canberra","Melbourne","Canberra","Jetstar","May-24",22,22,0,15,17,7,5,2024,5,-37.669,144.841,-35.3069,149.195
"Melbourne-Darwin","Melbourne","Darwin","Jetstar","May-24",22,22,0,19,20,3,2,2024,5,-37.669,144.841,-12.4147,130.8767
"Melbourne-Gold Coast","Melbourne","Gold Coast","Jetstar","May-24",153,151,2,96,105,55,46,2024,5,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Jetstar","May-24",63,61,2,45,56,16,5,2024,5,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Jetstar","May-24",413,401,12,321,319,80,82,2024,5,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Jetstar","May-24",31,30,1,27,24,3,6,2024,5,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Jetstar","May-24",23,22,1,15,11,7,11,2024,5,-31.9403,115.9676,-27.3842,153.1175
"Perth-Melbourne","Perth","Melbourne","Jetstar","May-24",63,61,2,51,52,10,9,2024,5,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Jetstar","May-24",54,51,3,30,26,21,25,2024,5,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Jetstar","May-24",140,137,3,101,115,36,22,2024,5,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Jetstar","May-24",171,167,4,131,135,36,32,2024,5,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Jetstar","May-24",85,85,0,69,68,16,17,2024,5,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Jetstar","May-24",238,238,0,188,191,50,47,2024,5,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Jetstar","May-24",413,401,12,301,324,100,77,2024,5,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Jetstar","May-24",53,52,1,27,46,25,6,2024,5,-33.9399,151.1753,-31.9403,115.9676
"Adelaide-Melbourne","Adelaide","Melbourne","Qantas","May-24",268,263,5,223,222,40,41,2024,5,-34.945,138.5306,-37.669,144.841
"Adelaide-Perth","Adelaide","Perth","Qantas","May-24",93,93,0,77,81,16,12,2024,5,-34.945,138.5306,-31.9403,115.9676
"Adelaide-Sydney","Adelaide","Sydney","Qantas","May-24",245,243,2,216,197,27,46,2024,5,-34.945,138.5306,-33.9399,151.1753
"Brisbane-Cairns","Brisbane","Cairns","Qantas","May-24",74,74,0,63,59,11,15,2024,5,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Melbourne","Brisbane","Melbourne","Qantas","May-24",392,377,15,301,319,76,58,2024,5,-27.3842,153.1175,-37.669,144.841
"Brisbane-Perth","Brisbane","Perth","Qantas","May-24",157,157,0,126,147,31,10,2024,5,-27.3842,153.1175,-31.9403,115.9676
"Brisbane-Sydney","Brisbane","Sydney","Qantas","May-24",553,539,14,454,447,85,92,2024,5,-27.3842,153.1175,-33.9399,151.1753
"Cairns-Brisbane","Cairns","Brisbane","Qantas","May-24",74,74,0,61,65,13,9,2024,5,-16.8858,145.7553,-27.3842,153.1175
"Cairns-Melbourne","Cairns","Melbourne","Qantas","May-24",31,31,0,17,24,14,7,2024,5,-16.8858,145.7553,-37.669,144.841
"Cairns-Sydney","Cairns","Sydney","Qantas","May-24",31,31,0,11,17,20,14,2024,5,-16.8858,145.7553,-33.9399,151.1753
"Gold Coast-Melbourne","Gold Coast","Melbourne","Qantas","May-24",31,31,0,25,25,6,6,2024,5,-28.1644,153.5051,-37.669,144.841
"Gold Coast-Sydney","Gold Coast","Sydney","Qantas","May-24",93,93,0,71,72,22,21,2024,5,-28.1644,153.5051,-33.9399,151.1753
"Melbourne-Adelaide","Melbourne","Adelaide","Qantas","May-24",268,265,3,230,226,35,39,2024,5,-37.669,144.841,-34.945,138.5306
"Melbourne-Brisbane","Melbourne","Brisbane","Qantas","May-24",391,379,12,316,308,63,71,2024,5,-37.669,144.841,-27.3842,153.1175
"Melbourne-Cairns","Melbourne","Cairns","Qantas","May-24",31,31,0,24,19,7,12,2024,5,-37.669,144.841,-16.8858,145.7553
"Melbourne-Gold Coast","Melbourne","Gold Coast","Qantas","May-24",31,31,0,31,31,0,0,2024,5,-37.669,144.841,-28.1644,153.5051
"Melbourne-Perth","Melbourne","Perth","Qantas","May-24",209,207,2,163,177,44,30,2024,5,-37.669,144.841,-31.9403,115.9676
"Melbourne-Sydney","Melbourne","Sydney","Qantas","May-24",975,884,91,787,705,97,179,2024,5,-37.669,144.841,-33.9399,151.1753
"Perth-Adelaide","Perth","Adelaide","Qantas","May-24",93,93,0,81,70,12,23,2024,5,-31.9403,115.9676,-34.945,138.5306
"Perth-Brisbane","Perth","Brisbane","Qantas","May-24",157,157,0,137,106,20,51,2024,5,-31.9403,115.9676,-27.3842,153.1175
"Perth-Melbourne","Perth","Melbourne","Qantas","May-24",208,204,4,175,155,29,49,2024,5,-31.9403,115.9676,-37.669,144.841
"Perth-Sydney","Perth","Sydney","Qantas","May-24",206,205,1,162,113,43,92,2024,5,-31.9403,115.9676,-33.9399,151.1753
"Sydney-Adelaide","Sydney","Adelaide","Qantas","May-24",245,243,2,194,211,49,32,2024,5,-33.9399,151.1753,-34.945,138.5306
"Sydney-Brisbane","Sydney","Brisbane","Qantas","May-24",551,536,15,426,401,110,135,2024,5,-33.9399,151.1753,-27.3842,153.1175
"Sydney-Cairns","Sydney","Cairns","Qantas","May-24",31,31,0,22,14,9,17,2024,5,-33.9399,151.1753,-16.8858,145.7553
"Sydney-Gold Coast","Sydney","Gold Coast","Qantas","May-24",93,93,0,64,66,29,27,2024,5,-33.9399,151.1753,-28.1644,153.5051
"Sydney-Melbourne","Sydney","Melbourne","Qantas","May-24",979,892,87,709,723,183,169,2024,5,-33.9399,151.1753,-37.669,144.841
"Sydney-Perth","Sydney","Perth","Qantas","May-24",205,204,1,150,180,54,24,2024,5,-33.9399,151.1753,-31.9403,115.9676
"Canberra-Sydney","Canberra","Sydney","Qantas","May-24",55,55,0,46,44,9,11,2024,5,-35.3069,149.195,-33.9399,151.1753
"Sydney-Canberra","Sydney","Canberra","Qantas","May-24",55,55,0,50,49,5,6,2024,5,-33.9399,151.1753,-35.3069,149.195
"Brisbane-Darwin","Brisbane","Darwin","Qantas","May-24",9,9,0,6,6,3,3,2024,5,-27.3842,153.1175,-12.4147,130.8767
"Darwin-Brisbane","Darwin","Brisbane","Qantas","May-24",8,8,0,5,6,3,2,2024,5,-12.4147,130.8767,-27.3842,153.1175
"Darwin-Melbourne","Darwin","Melbourne","Qantas","May-24",31,30,1,22,27,8,3,2024,5,-12.4147,130.8767,-37.669,144.841
"Melbourne-Darwin","Melbourne","Darwin","Qantas","May-24",31,31,0,27,24,4,7,2024,5,-37.669,144.841,-12.4147,130.8767
"Brisbane-Melbourne","Brisbane","Melbourne","QantasLink","May-24",35,30,5,15,15,15,15,2024,5,-27.3842,153.1175,-37.669,144.841
"Melbourne-Brisbane","Melbourne","Brisbane","QantasLink","May-24",35,30,5,21,21,9,9,2024,5,-37.669,144.841,-27.3842,153.1175
"Brisbane-Darwin","Brisbane","Darwin","QantasLink","May-24",31,31,0,23,5,8,26,2024,5,-27.3842,153.1175,-12.4147,130.8767
"Darwin-Brisbane","Darwin","Brisbane","QantasLink","May-24",31,31,0,4,11,27,20,2024,5,-12.4147,130.8767,-27.3842,153.1175
"Adelaide-Brisbane","Adelaide","Brisbane","QantasLink","May-24",157,157,0,134,130,23,27,2024,5,-34.945,138.5306,-27.3842,153.1175
"Adelaide-Canberra","Adelaide","Canberra","QantasLink","May-24",85,85,0,77,74,8,11,2024,5,-34.945,138.5306,-35.3069,149.195
"Adelaide-Melbourne","Adelaide","Melbourne","QantasLink","May-24",13,12,1,10,11,2,1,2024,5,-34.945,138.5306,-37.669,144.841
"Brisbane-Adelaide","Brisbane","Adelaide","QantasLink","May-24",157,157,0,123,136,34,21,2024,5,-27.3842,153.1175,-34.945,138.5306
"Brisbane-Cairns","Brisbane","Cairns","QantasLink","May-24",104,104,0,65,45,39,59,2024,5,-27.3842,153.1175,-16.8858,145.7553
"Brisbane-Canberra","Brisbane","Canberra","QantasLink","May-24",155,152,3,124,125,28,27,2024,5,-27.3842,153.1175,-35.3069,149.195
"Cairns-Brisbane","Cairns","Brisbane","QantasLink","May-24",104,104,0,53,63,51,41,2024,5,-16.8858,145.7553,-27.3842,153.1175
"Canberra-Adelaide","Canberra","Adelaide","QantasLink","May-24",85,85,0,72,75,13,10,2024,5,-35.3069,149.195,-34.945,138.5306
"Canberra-Brisbane","Canberra","Brisbane","QantasLink","May-24",155,151,4,120,109,31,42,2024,5,-35.3069,149.195,-27.3842,153.1175
"Canberra-Melbourne","Canberra","Melbourne","QantasLink","May-24",246,224,22,151,156,73,68,2024,5,-35.3069,149.195,-37.669,144.841
"Canberra-Sydney","Canberra","Sydney","QantasLink","May-24",378,359,19,293,269,66,90,2024,5,-35.3069,149.195,-33.9399,151.1753
"Darwin-Perth","Darwin","Perth","QantasLink","May-24",31,31,0,13,13,18,18,2024,5,-12.4147,130.8767,-31.9403,115.9676
"Melbourne-Adelaide","Melbourne","Adelaide","QantasLink","May-24",13,13,0,11,13,2,0,2024,5,-37.669,144.841,-34.945,138.5306
"Melbourne-Canberra","Melbourne","Canberra","QantasLink","May-24",246,226,20,172,172,54,54,2024,5,-37.669,144.841,-35.3069,149.195
"Perth-Darwin","Perth","Darwin","QantasLink","May-24",32,32,0,24,21,8,11,2024,5,-31.9403,115.9676,-12.4147,130.8767
"Sydney-Canberra","Sydney","Canberra","QantasLink","May-24",378,363,15,302,304,61,59,2024,5,-33.9399,151.1753,-35.3069,149.195
