Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num,Departing_Latitude,Departing_Longitude,Arriving_Latitude,Arriving_Longitude,Reliability
Sydney-Brisbane,Sydney,Brisbane,Qantas,Sep-22,486,472,14,264,277,208,195,2022,9,-33.9399,151.1753,-27.3842,153.1175,58.686440677966104
Sydney-Cairns,Sydney,Cairns,Qantas,Sep-22,65,63,2,35,43,28,20,2022,9,-33.9399,151.1753,-16.8858,145.7553,68.25396825396825
Sydney-Darwin,Sydney,Darwin,Qantas,Sep-22,56,55,1,33,34,22,21,2022,9,-33.9399,151.1753,-12.4147,130.8767,61.81818181818181
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,Sep-22,71,70,1,41,45,29,25,2022,9,-33.9399,151.1753,-28.1644,153.5051,64.28571428571429
Sydney-Melbourne,Sydney,Melbourne,Qantas,Sep-22,714,665,49,428,448,237,217,2022,9,-33.9399,151.1753,-37.669,144.841,67.36842105263158
Sydney-Perth,Sydney,Perth,Qantas,Sep-22,168,166,2,79,70,87,96,2022,9,-33.9399,151.1753,-31.9403,115.9676,42.168674698795186
Adelaide-Canberra,Adelaide,Canberra,QantasLink,Sep-22,69,68,1,58,53,10,15,2022,9,-34.945,138.5306,-35.3069,149.195,77.94117647058823
Adelaide-Melbourne,Adelaide,Melbourne,QantasLink,Sep-22,13,12,1,12,11,0,1,2022,9,-34.945,138.5306,-37.669,144.841,91.66666666666666
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Sep-22,22,22,0,11,8,11,14,2022,9,-27.3842,153.1175,-16.8858,145.7553,36.36363636363637
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Sep-22,147,147,0,96,103,51,44,2022,9,-27.3842,153.1175,-35.3069,149.195,70.06802721088435
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Sep-22,22,22,0,8,3,14,19,2022,9,-16.8858,145.7553,-27.3842,153.1175,13.636363636363635
Canberra-Adelaide,Canberra,Adelaide,QantasLink,Sep-22,69,68,1,46,47,22,21,2022,9,-35.3069,149.195,-34.945,138.5306,69.11764705882352
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Sep-22,146,142,4,85,95,57,47,2022,9,-35.3069,149.195,-27.3842,153.1175,66.90140845070422
Canberra-Gold Coast,Canberra,Gold Coast,QantasLink,Sep-22,8,8,0,4,5,4,3,2022,9,-35.3069,149.195,-28.1644,153.5051,62.5
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Sep-22,203,200,3,143,148,57,52,2022,9,-35.3069,149.195,-37.669,144.841,74.0
Canberra-Sydney,Canberra,Sydney,QantasLink,Sep-22,364,346,18,272,260,74,86,2022,9,-35.3069,149.195,-33.9399,151.1753,75.14450867052022
Darwin-Perth,Darwin,Perth,QantasLink,Sep-22,13,13,0,3,3,10,10,2022,9,-12.4147,130.8767,-31.9403,115.9676,23.076923076923077
Gold Coast-Canberra,Gold Coast,Canberra,QantasLink,Sep-22,8,8,0,4,3,4,5,2022,9,-28.1644,153.5051,-35.3069,149.195,37.5
Gold Coast-Melbourne,Gold Coast,Melbourne,QantasLink,Sep-22,35,35,0,22,24,13,11,2022,9,-28.1644,153.5051,-37.669,144.841,68.57142857142857
Gold Coast-Sydney,Gold Coast,Sydney,QantasLink,Sep-22,35,34,1,15,19,19,15,2022,9,-28.1644,153.5051,-33.9399,151.1753,55.88235294117647
Melbourne-Adelaide,Melbourne,Adelaide,QantasLink,Sep-22,13,12,1,10,12,2,0,2022,9,-37.669,144.841,-34.945,138.5306,100.0
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Sep-22,203,202,1,157,156,45,46,2022,9,-37.669,144.841,-35.3069,149.195,77.22772277227723
Melbourne-Gold Coast,Melbourne,Gold Coast,QantasLink,Sep-22,35,35,0,26,24,9,11,2022,9,-37.669,144.841,-28.1644,153.5051,68.57142857142857
Perth-Darwin,Perth,Darwin,QantasLink,Sep-22,13,13,0,5,6,8,7,2022,9,-31.9403,115.9676,-12.4147,130.8767,46.15384615384615
Sydney-Canberra,Sydney,Canberra,QantasLink,Sep-22,364,348,16,262,269,86,79,2022,9,-33.9399,151.1753,-35.3069,149.195,77.29885057471265
Sydney-Gold Coast,Sydney,Gold Coast,QantasLink,Sep-22,35,35,0,22,22,13,13,2022,9,-33.9399,151.1753,-28.1644,153.5051,62.857142857142854
Adelaide-Melbourne,Adelaide,Melbourne,Rex Airlines,Sep-22,56,56,0,49,49,7,7,2022,9,-34.945,138.5306,-37.669,144.841,87.5
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,Sep-22,56,56,0,47,51,9,5,2022,9,-27.3842,153.1175,-37.669,144.841,91.07142857142857
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,Sep-22,106,105,1,83,81,22,24,2022,9,-27.3842,153.1175,-33.9399,151.1753,77.14285714285715
Canberra-Melbourne,Canberra,Melbourne,Rex Airlines,Sep-22,30,30,0,24,22,6,8,2022,9,-35.3069,149.195,-37.669,144.841,73.33333333333333
Gold Coast-Melbourne,Gold Coast,Melbourne,Rex Airlines,Sep-22,33,33,0,20,18,13,15,2022,9,-28.1644,153.5051,-37.669,144.841,54.54545454545454
Gold Coast-Sydney,Gold Coast,Sydney,Rex Airlines,Sep-22,31,31,0,24,26,7,5,2022,9,-28.1644,153.5051,-33.9399,151.1753,83.87096774193549
Melbourne-Adelaide,Melbourne,Adelaide,Rex Airlines,Sep-22,56,56,0,50,50,6,6,2022,9,-37.669,144.841,-34.945,138.5306,89.28571428571429
Melbourne-Brisbane,Melbourne,Brisbane,Rex Airlines,Sep-22,56,56,0,51,51,5,5,2022,9,-37.669,144.841,-27.3842,153.1175,91.07142857142857
Melbourne-Canberra,Melbourne,Canberra,Rex Airlines,Sep-22,30,30,0,27,24,3,6,2022,9,-37.669,144.841,-35.3069,149.195,80.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Rex Airlines,Sep-22,33,33,0,26,25,7,8,2022,9,-37.669,144.841,-28.1644,153.5051,75.75757575757575
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,Sep-22,147,145,2,139,135,6,10,2022,9,-37.669,144.841,-33.9399,151.1753,93.10344827586206
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,Sep-22,106,105,1,82,72,23,33,2022,9,-33.9399,151.1753,-27.3842,153.1175,68.57142857142857
Sydney-Gold Coast,Sydney,Gold Coast,Rex Airlines,Sep-22,31,31,0,29,28,2,3,2022,9,-33.9399,151.1753,-28.1644,153.5051,90.32258064516128
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,Sep-22,146,144,2,115,111,29,33,2022,9,-33.9399,151.1753,-37.669,144.841,77.08333333333334
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Sep-22,105,103,2,82,84,21,19,2022,9,-34.945,138.5306,-27.3842,153.1175,81.55339805825243
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Sep-22,18,18,0,9,10,9,8,2022,9,-34.945,138.5306,-35.3069,149.195,55.55555555555556
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,Sep-22,30,30,0,26,27,4,3,2022,9,-34.945,138.5306,-28.1644,153.5051,90.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Sep-22,257,255,2,181,188,74,67,2022,9,-34.945,138.5306,-37.669,144.841,73.72549019607844
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Sep-22,22,21,1,9,10,12,11,2022,9,-34.945,138.5306,-31.9403,115.9676,47.61904761904761
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Sep-22,123,120,3,67,58,53,62,2022,9,-34.945,138.5306,-33.9399,151.1753,48.333333333333336
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,Sep-22,105,104,1,70,85,34,19,2022,9,-27.3842,153.1175,-34.945,138.5306,81.73076923076923
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Sep-22,138,138,0,106,109,32,29,2022,9,-27.3842,153.1175,-16.8858,145.7553,78.98550724637681
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Sep-22,87,86,1,54,59,32,27,2022,9,-27.3842,153.1175,-35.3069,149.195,68.6046511627907
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Sep-22,37,37,0,23,26,14,11,2022,9,-27.3842,153.1175,-12.4147,130.8767,70.27027027027027
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Sep-22,326,319,7,174,185,145,134,2022,9,-27.3842,153.1175,-37.669,144.841,57.993730407523515
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Sep-22,105,104,1,66,81,38,23,2022,9,-27.3842,153.1175,-31.9403,115.9676,77.88461538461539
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Sep-22,421,405,16,272,266,133,139,2022,9,-27.3842,153.1175,-33.9399,151.1753,65.67901234567901
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,Sep-22,138,138,0,100,108,38,30,2022,9,-16.8858,145.7553,-27.3842,153.1175,78.26086956521739
Cairns-Gold Coast,Cairns,Gold Coast,Virgin Australia,Sep-22,12,12,0,11,11,1,1,2022,9,-16.8858,145.7553,-28.1644,153.5051,91.66666666666666
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Sep-22,75,75,0,50,45,25,30,2022,9,-16.8858,145.7553,-37.669,144.841,60.0
Cairns-Sydney,Cairns,Sydney,Virgin Australia,Sep-22,70,68,2,47,45,21,23,2022,9,-16.8858,145.7553,-33.9399,151.1753,66.17647058823529
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,Sep-22,18,18,0,7,6,11,12,2022,9,-35.3069,149.195,-34.945,138.5306,33.33333333333333
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,Sep-22,87,86,1,52,59,34,27,2022,9,-35.3069,149.195,-27.3842,153.1175,68.6046511627907
Canberra-Gold Coast,Canberra,Gold Coast,Virgin Australia,Sep-22,30,30,0,18,18,12,12,2022,9,-35.3069,149.195,-28.1644,153.5051,60.0
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,Sep-22,104,104,0,52,63,52,41,2022,9,-35.3069,149.195,-37.669,144.841,60.57692307692307
Canberra-Sydney,Canberra,Sydney,Virgin Australia,Sep-22,252,248,4,192,192,56,56,2022,9,-35.3069,149.195,-33.9399,151.1753,77.41935483870968
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,Sep-22,38,38,0,12,19,26,19,2022,9,-12.4147,130.8767,-27.3842,153.1175,50.0
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,Sep-22,31,29,2,13,14,16,15,2022,9,-12.4147,130.8767,-37.669,144.841,48.275862068965516
Darwin-Perth,Darwin,Perth,Virgin Australia,Sep-22,10,10,0,6,6,4,4,2022,9,-12.4147,130.8767,-31.9403,115.9676,60.0
Darwin-Sydney,Darwin,Sydney,Virgin Australia,Sep-22,30,30,0,23,25,7,5,2022,9,-12.4147,130.8767,-33.9399,151.1753,83.33333333333334
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,Sep-22,30,29,1,23,21,6,8,2022,9,-28.1644,153.5051,-34.945,138.5306,72.41379310344827
Gold Coast-Cairns,Gold Coast,Cairns,Virgin Australia,Sep-22,13,13,0,11,12,2,1,2022,9,-28.1644,153.5051,-16.8858,145.7553,92.3076923076923
Gold Coast-Canberra,Gold Coast,Canberra,Virgin Australia,Sep-22,30,30,0,12,12,18,18,2022,9,-28.1644,153.5051,-35.3069,149.195,40.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,Sep-22,268,266,2,172,193,94,73,2022,9,-28.1644,153.5051,-37.669,144.841,72.55639097744361
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,Sep-22,304,295,9,187,190,108,105,2022,9,-28.1644,153.5051,-33.9399,151.1753,64.40677966101694
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,Sep-22,256,254,2,179,176,75,78,2022,9,-37.669,144.841,-34.945,138.5306,69.29133858267717
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,Sep-22,325,319,6,207,221,112,98,2022,9,-37.669,144.841,-27.3842,153.1175,69.27899686520375
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,Sep-22,74,74,0,56,64,18,10,2022,9,-37.669,144.841,-16.8858,145.7553,86.48648648648648
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,Sep-22,104,104,0,73,72,31,32,2022,9,-37.669,144.841,-35.3069,149.195,69.23076923076923
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,Sep-22,29,29,0,16,17,13,12,2022,9,-37.669,144.841,-12.4147,130.8767,58.620689655172406
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,Sep-22,269,268,1,182,197,86,71,2022,9,-37.669,144.841,-28.1644,153.5051,73.50746268656717
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Sep-22,159,157,2,100,129,57,28,2022,9,-37.669,144.841,-31.9403,115.9676,82.16560509554141
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,Sep-22,725,698,27,506,467,192,231,2022,9,-37.669,144.841,-33.9399,151.1753,66.9054441260745
Perth-Adelaide,Perth,Adelaide,Virgin Australia,Sep-22,22,21,1,11,11,10,10,2022,9,-31.9403,115.9676,-34.945,138.5306,52.38095238095239
Perth-Brisbane,Perth,Brisbane,Virgin Australia,Sep-22,102,101,1,68,85,33,16,2022,9,-31.9403,115.9676,-27.3842,153.1175,84.15841584158416
Perth-Darwin,Perth,Darwin,Virgin Australia,Sep-22,10,10,0,9,7,1,3,2022,9,-31.9403,115.9676,-12.4147,130.8767,70.0
Perth-Melbourne,Perth,Melbourne,Virgin Australia,Sep-22,165,163,2,114,122,49,41,2022,9,-31.9403,115.9676,-37.669,144.841,74.84662576687117
Perth-Sydney,Perth,Sydney,Virgin Australia,Sep-22,135,130,5,69,103,61,27,2022,9,-31.9403,115.9676,-33.9399,151.1753,79.23076923076923
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,Sep-22,124,121,3,67,61,54,60,2022,9,-33.9399,151.1753,-34.945,138.5306,50.413223140495866
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,Sep-22,426,410,16,295,305,115,105,2022,9,-33.9399,151.1753,-27.3842,153.1175,74.39024390243902
Sydney-Cairns,Sydney,Cairns,Virgin Australia,Sep-22,70,68,2,47,57,21,11,2022,9,-33.9399,151.1753,-16.8858,145.7553,83.82352941176471
Sydney-Canberra,Sydney,Canberra,Virgin Australia,Sep-22,252,247,5,179,195,68,52,2022,9,-33.9399,151.1753,-35.3069,149.195,78.94736842105263
Sydney-Darwin,Sydney,Darwin,Virgin Australia,Sep-22,29,29,0,25,27,4,2,2022,9,-33.9399,151.1753,-12.4147,130.8767,93.10344827586206
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,Sep-22,304,295,9,200,182,95,113,2022,9,-33.9399,151.1753,-28.1644,153.5051,61.694915254237294
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,Sep-22,717,691,26,397,424,294,267,2022,9,-33.9399,151.1753,-37.669,144.841,61.3603473227207
Sydney-Perth,Sydney,Perth,Virgin Australia,Sep-22,134,130,4,77,89,53,41,2022,9,-33.9399,151.1753,-31.9403,115.9676,68.46153846153847
Adelaide-Perth,Adelaide,Perth,Virgin Australia Regional Airlines,Sep-22,40,35,5,17,26,18,9,2022,9,-34.945,138.5306,-31.9403,115.9676,74.28571428571429
Darwin-Perth,Darwin,Perth,Virgin Australia Regional Airlines,Sep-22,19,19,0,11,14,8,5,2022,9,-12.4147,130.8767,-31.9403,115.9676,73.68421052631578
Perth-Adelaide,Perth,Adelaide,Virgin Australia Regional Airlines,Sep-22,40,36,4,27,28,9,8,2022,9,-31.9403,115.9676,-34.945,138.5306,77.77777777777779
Perth-Darwin,Perth,Darwin,Virgin Australia Regional Airlines,Sep-22,19,19,0,11,13,8,6,2022,9,-31.9403,115.9676,-12.4147,130.8767,68.42105263157895
Adelaide-Brisbane,Adelaide,Brisbane,All Airlines,Sep-22,223,218,5,164,174,54,44,2022,9,-34.945,138.5306,-27.3842,153.1175,79.81651376146789
Adelaide-Canberra,Adelaide,Canberra,All Airlines,Sep-22,87,86,1,67,63,19,23,2022,9,-34.945,138.5306,-35.3069,149.195,73.25581395348837
Adelaide-Gold Coast,Adelaide,Gold Coast,All Airlines,Sep-22,54,53,1,38,38,15,15,2022,9,-34.945,138.5306,-28.1644,153.5051,71.69811320754717
Adelaide-Melbourne,Adelaide,Melbourne,All Airlines,Sep-22,638,621,17,453,471,168,150,2022,9,-34.945,138.5306,-37.669,144.841,75.84541062801932
Adelaide-Perth,Adelaide,Perth,All Airlines,Sep-22,180,174,6,111,120,63,54,2022,9,-34.945,138.5306,-31.9403,115.9676,68.96551724137932
Adelaide-Sydney,Adelaide,Sydney,All Airlines,Sep-22,408,389,19,234,219,155,170,2022,9,-34.945,138.5306,-33.9399,151.1753,56.29820051413882
Brisbane-Adelaide,Brisbane,Adelaide,All Airlines,Sep-22,223,219,4,157,173,62,46,2022,9,-27.3842,153.1175,-34.945,138.5306,78.99543378995433
Brisbane-Cairns,Brisbane,Cairns,All Airlines,Sep-22,354,349,5,232,240,117,109,2022,9,-27.3842,153.1175,-16.8858,145.7553,68.76790830945558
Brisbane-Canberra,Brisbane,Canberra,All Airlines,Sep-22,264,263,1,168,187,95,76,2022,9,-27.3842,153.1175,-35.3069,149.195,71.10266159695817
Brisbane-Darwin,Brisbane,Darwin,All Airlines,Sep-22,99,99,0,70,78,29,21,2022,9,-27.3842,153.1175,-12.4147,130.8767,78.78787878787878
Brisbane-Melbourne,Brisbane,Melbourne,All Airlines,Sep-22,838,801,37,482,515,319,286,2022,9,-27.3842,153.1175,-37.669,144.841,64.29463171036205
Brisbane-Perth,Brisbane,Perth,All Airlines,Sep-22,271,265,6,183,176,82,89,2022,9,-27.3842,153.1175,-31.9403,115.9676,66.41509433962264
Brisbane-Sydney,Brisbane,Sydney,All Airlines,Sep-22,1157,1096,61,770,746,326,350,2022,9,-27.3842,153.1175,-33.9399,151.1753,68.06569343065694
Cairns-Brisbane,Cairns,Brisbane,All Airlines,Sep-22,352,346,6,243,242,103,104,2022,9,-16.8858,145.7553,-27.3842,153.1175,69.94219653179191
Cairns-Gold Coast,Cairns,Gold Coast,All Airlines,Sep-22,53,52,1,30,29,22,23,2022,9,-16.8858,145.7553,-28.1644,153.5051,55.769230769230774
Cairns-Melbourne,Cairns,Melbourne,All Airlines,Sep-22,246,243,3,160,154,83,89,2022,9,-16.8858,145.7553,-37.669,144.841,63.37448559670782
Cairns-Sydney,Cairns,Sydney,All Airlines,Sep-22,231,218,13,143,132,75,86,2022,9,-16.8858,145.7553,-33.9399,151.1753,60.550458715596335
Canberra-Adelaide,Canberra,Adelaide,All Airlines,Sep-22,87,86,1,53,53,33,33,2022,9,-35.3069,149.195,-34.945,138.5306,61.627906976744185
Canberra-Brisbane,Canberra,Brisbane,All Airlines,Sep-22,263,258,5,155,174,103,84,2022,9,-35.3069,149.195,-27.3842,153.1175,67.44186046511628
Canberra-Gold Coast,Canberra,Gold Coast,All Airlines,Sep-22,48,47,1,23,24,24,23,2022,9,-35.3069,149.195,-28.1644,153.5051,51.06382978723404
Canberra-Melbourne,Canberra,Melbourne,All Airlines,Sep-22,376,371,5,241,258,130,113,2022,9,-35.3069,149.195,-37.669,144.841,69.54177897574124
Canberra-Sydney,Canberra,Sydney,All Airlines,Sep-22,616,594,22,464,452,130,142,2022,9,-35.3069,149.195,-33.9399,151.1753,76.0942760942761
Darwin-Brisbane,Darwin,Brisbane,All Airlines,Sep-22,100,100,0,54,48,46,52,2022,9,-12.4147,130.8767,-27.3842,153.1175,48.0
Darwin-Melbourne,Darwin,Melbourne,All Airlines,Sep-22,84,80,4,37,36,43,44,2022,9,-12.4147,130.8767,-37.669,144.841,45.0
Darwin-Perth,Darwin,Perth,All Airlines,Sep-22,60,60,0,29,33,31,27,2022,9,-12.4147,130.8767,-31.9403,115.9676,55.00000000000001
Darwin-Sydney,Darwin,Sydney,All Airlines,Sep-22,105,103,2,49,49,54,54,2022,9,-12.4147,130.8767,-33.9399,151.1753,47.57281553398058
Gold Coast-Adelaide,Gold Coast,Adelaide,All Airlines,Sep-22,54,52,2,31,32,21,20,2022,9,-28.1644,153.5051,-34.945,138.5306,61.53846153846154
Gold Coast-Cairns,Gold Coast,Cairns,All Airlines,Sep-22,52,51,1,37,34,14,17,2022,9,-28.1644,153.5051,-16.8858,145.7553,66.66666666666666
Gold Coast-Canberra,Gold Coast,Canberra,All Airlines,Sep-22,48,47,1,17,17,30,30,2022,9,-28.1644,153.5051,-35.3069,149.195,36.17021276595745
Gold Coast-Melbourne,Gold Coast,Melbourne,All Airlines,Sep-22,603,569,34,348,380,221,189,2022,9,-28.1644,153.5051,-37.669,144.841,66.78383128295255
Gold Coast-Sydney,Gold Coast,Sydney,All Airlines,Sep-22,645,602,43,361,368,241,234,2022,9,-28.1644,153.5051,-33.9399,151.1753,61.12956810631229
Melbourne-Adelaide,Melbourne,Adelaide,All Airlines,Sep-22,638,625,13,440,450,185,175,2022,9,-37.669,144.841,-34.945,138.5306,72.0
Melbourne-Brisbane,Melbourne,Brisbane,All Airlines,Sep-22,836,803,33,529,574,274,229,2022,9,-37.669,144.841,-27.3842,153.1175,71.48194271481943
Melbourne-Cairns,Melbourne,Cairns,All Airlines,Sep-22,245,243,2,165,182,78,61,2022,9,-37.669,144.841,-16.8858,145.7553,74.8971193415638
Melbourne-Canberra,Melbourne,Canberra,All Airlines,Sep-22,377,373,4,280,277,93,96,2022,9,-37.669,144.841,-35.3069,149.195,74.26273458445041
Melbourne-Darwin,Melbourne,Darwin,All Airlines,Sep-22,81,80,1,44,48,36,32,2022,9,-37.669,144.841,-12.4147,130.8767,60.0
Melbourne-Gold Coast,Melbourne,Gold Coast,All Airlines,Sep-22,604,572,32,394,398,178,174,2022,9,-37.669,144.841,-28.1644,153.5051,69.58041958041959
Melbourne-Perth,Melbourne,Perth,All Airlines,Sep-22,399,390,9,229,269,161,121,2022,9,-37.669,144.841,-31.9403,115.9676,68.97435897435898
Melbourne-Sydney,Melbourne,Sydney,All Airlines,Sep-22,1992,1840,152,1294,1260,546,580,2022,9,-37.669,144.841,-33.9399,151.1753,68.47826086956522
Perth-Adelaide,Perth,Adelaide,All Airlines,Sep-22,182,175,7,97,99,78,76,2022,9,-31.9403,115.9676,-34.945,138.5306,56.57142857142857
Perth-Brisbane,Perth,Brisbane,All Airlines,Sep-22,268,266,2,160,198,106,68,2022,9,-31.9403,115.9676,-27.3842,153.1175,74.43609022556392
Perth-Darwin,Perth,Darwin,All Airlines,Sep-22,60,60,0,38,38,22,22,2022,9,-31.9403,115.9676,-12.4147,130.8767,63.33333333333333
Perth-Melbourne,Perth,Melbourne,All Airlines,Sep-22,407,395,12,243,253,152,142,2022,9,-31.9403,115.9676,-37.669,144.841,64.0506329113924
Perth-Sydney,Perth,Sydney,All Airlines,Sep-22,339,323,16,165,219,158,104,2022,9,-31.9403,115.9676,-33.9399,151.1753,67.80185758513932
Sydney-Adelaide,Sydney,Adelaide,All Airlines,Sep-22,409,390,19,237,226,153,164,2022,9,-33.9399,151.1753,-34.945,138.5306,57.948717948717956
Sydney-Brisbane,Sydney,Brisbane,All Airlines,Sep-22,1165,1102,63,699,718,403,384,2022,9,-33.9399,151.1753,-27.3842,153.1175,65.15426497277676
Sydney-Cairns,Sydney,Cairns,All Airlines,Sep-22,229,217,12,127,151,90,66,2022,9,-33.9399,151.1753,-16.8858,145.7553,69.5852534562212
Sydney-Canberra,Sydney,Canberra,All Airlines,Sep-22,616,595,21,441,464,154,131,2022,9,-33.9399,151.1753,-35.3069,149.195,77.98319327731093
Sydney-Darwin,Sydney,Darwin,All Airlines,Sep-22,104,102,2,67,67,35,35,2022,9,-33.9399,151.1753,-12.4147,130.8767,65.68627450980392
Sydney-Gold Coast,Sydney,Gold Coast,All Airlines,Sep-22,644,603,41,386,377,217,226,2022,9,-33.9399,151.1753,-28.1644,153.5051,62.520729684908794
Sydney-Melbourne,Sydney,Melbourne,All Airlines,Sep-22,1980,1834,146,1131,1190,703,644,2022,9,-33.9399,151.1753,-37.669,144.841,64.8854961832061
Sydney-Perth,Sydney,Perth,All Airlines,Sep-22,336,324,12,169,175,155,149,2022,9,-33.9399,151.1753,-31.9403,115.9676,54.01234567901234
Adelaide-Brisbane,Adelaide,Brisbane,Jetstar,Oct-22,34,32,2,28,26,4,6,2022,10,-34.945,138.5306,-27.3842,153.1175,81.25
Adelaide-Gold Coast,Adelaide,Gold Coast,Jetstar,Oct-22,30,30,0,27,25,3,5,2022,10,-34.945,138.5306,-28.1644,153.5051,83.33333333333334
Adelaide-Melbourne,Adelaide,Melbourne,Jetstar,Oct-22,88,84,4,60,64,24,20,2022,10,-34.945,138.5306,-37.669,144.841,76.19047619047619
Adelaide-Perth,Adelaide,Perth,Jetstar,Oct-22,26,26,0,19,20,7,6,2022,10,-34.945,138.5306,-31.9403,115.9676,76.92307692307693
Adelaide-Sydney,Adelaide,Sydney,Jetstar,Oct-22,90,90,0,62,64,28,26,2022,10,-34.945,138.5306,-33.9399,151.1753,71.11111111111111
Brisbane-Adelaide,Brisbane,Adelaide,Jetstar,Oct-22,34,31,3,16,19,15,12,2022,10,-27.3842,153.1175,-34.945,138.5306,61.29032258064516
Brisbane-Cairns,Brisbane,Cairns,Jetstar,Oct-22,86,83,3,54,57,29,26,2022,10,-27.3842,153.1175,-16.8858,145.7553,68.67469879518072
Brisbane-Canberra,Brisbane,Canberra,Jetstar,Oct-22,31,31,0,22,24,9,7,2022,10,-27.3842,153.1175,-35.3069,149.195,77.41935483870968
Brisbane-Darwin,Brisbane,Darwin,Jetstar,Oct-22,23,22,1,14,15,8,7,2022,10,-27.3842,153.1175,-12.4147,130.8767,68.18181818181817
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,Oct-22,147,141,6,86,102,55,39,2022,10,-27.3842,153.1175,-37.669,144.841,72.3404255319149
Brisbane-Perth,Brisbane,Perth,Jetstar,Oct-22,19,19,0,7,6,12,13,2022,10,-27.3842,153.1175,-31.9403,115.9676,31.57894736842105
Brisbane-Sydney,Brisbane,Sydney,Jetstar,Oct-22,147,134,13,77,78,57,56,2022,10,-27.3842,153.1175,-33.9399,151.1753,58.2089552238806
Cairns-Brisbane,Cairns,Brisbane,Jetstar,Oct-22,87,85,2,51,41,34,44,2022,10,-16.8858,145.7553,-27.3842,153.1175,48.23529411764706
Cairns-Gold Coast,Cairns,Gold Coast,Jetstar,Oct-22,31,31,0,20,20,11,11,2022,10,-16.8858,145.7553,-28.1644,153.5051,64.51612903225806
Cairns-Melbourne,Cairns,Melbourne,Jetstar,Oct-22,104,102,2,61,75,41,27,2022,10,-16.8858,145.7553,-37.669,144.841,73.52941176470588
Cairns-Sydney,Cairns,Sydney,Jetstar,Oct-22,104,99,5,68,73,31,26,2022,10,-16.8858,145.7553,-33.9399,151.1753,73.73737373737373
Canberra-Brisbane,Canberra,Brisbane,Jetstar,Oct-22,31,31,0,21,23,10,8,2022,10,-35.3069,149.195,-27.3842,153.1175,74.19354838709677
Canberra-Gold Coast,Canberra,Gold Coast,Jetstar,Oct-22,18,18,0,6,4,12,14,2022,10,-35.3069,149.195,-28.1644,153.5051,22.22222222222222
Canberra-Melbourne,Canberra,Melbourne,Jetstar,Oct-22,31,30,1,19,21,11,9,2022,10,-35.3069,149.195,-37.669,144.841,70.0
